Collection_ID	Family	Genus	Species	Country	Province	County	Latitude	Longitude	Month	Year	Population	Eye	Mouth_position	Caudal_fin_shape	Eye	Eye_ball	Snout	Mouth_width	Mouth_length	AD	B_height	C_height	D_height	DI	AE	FG	FH	IM	IK	I_depth	JL	JW	K_depth	NO	O_depth	NP	QR	QU	ST	RV	AS	AT	DID
197570	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.94	108.39	May	2004	Hu2	Developed	Sub-Terminal	forked	NA	5.08	7.53	6.22	5.49	18.16	7.58	11.51	15.34	31.44	23.83	3.48	18.69	14.2	10.56	27.41	14.46	3.95	21.04	6.84	13.37	12.31	11.79	NA	13.63	NA	85.33	98.96	65.13
197571	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.94	108.39	May	2004	Hu2	Developed	Sub-Terminal	forked	NA	5.26	8.29	6.33	4.32	19.48	7.17	10.97	15.8	33.97	24.2	3.92	16.39	16.37	13.51	27.22	13.95	3.78	19.41	6.41	13.61	11.71	12.32	NA	11.67	NA	89.68	101.35	57.87
197572	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	April	2011	NA	Developed	Sub-Terminal	forked	NA	4.39	5.87	5.24	4.32	14.12	5.68	8.66	11.66	23.74	18.28	2.4	12.96	14.25	9.58	17.83	11.05	2.67	14.38	6.16	9.36	11.39	9.63	18.03	9.73	18.37	67.49	77.22	29.38
197573	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	April	2011	NA	Developed	Sub-Terminal	forked	NA	4.67	6.42	5.45	4.38	15.36	6.66	9.41	12.9	25.01	20.43	3.16	14.95	14.32	7.87	22.43	11.5	2.94	17.08	5.84	11.39	12.66	10.85	13.22	9.31	11.49	71.46	80.77	32.5
197574	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	April	2011	NA	Developed	Sub-Terminal	forked	NA	4.07	6.88	6.28	4.91	15.82	6.87	9.91	13.66	30.15	21.91	2.8	14.46	15.02	10.23	22.58	12.72	3.14	17.56	6.71	11.91	10.01	11.63	19.53	10.24	20.39	80.92	91.16	48.87
197575	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	April	2011	NA	Developed	Sub-Terminal	forked	NA	3.97	5.73	5.68	3.85	14.43	6.19	9.07	12.58	26.71	19.63	2.41	12.28	14.45	9.17	20.98	12.03	2.7	16.78	4.97	9.89	11.93	10.19	19.47	10.85	19.61	71.32	82.17	36.35
200161	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi	Lingyun	24.35	106.57	April	2014	Mi10	Reduced	Sub-Terminal	forked	7.86	1.2	9.36	8.12	7.17	27.26	7.47	11.08	19.89	37.85	36.08	4.52	33.49	22.79	19.77	36.16	22.58	5.66	26.1	12.13	16.9	21.84	16.94	28.91	14.63	31.1	122.58	137.21	109.79
200162	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi	Lingyun	24.35	106.57	April	2014	Mi10	Reduced	Sub-Terminal	forked	8.62	1.09	9.16	7.15	5.33	26.09	7.68	10.36	18.11	38.81	33.32	4.93	31.27	26.13	18.04	34.57	21.23	5.43	23.74	11.81	17.24	19.99	16.24	29.96	14.97	30.44	120.77	135.74	85
200163	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi	Lingyun	24.35	106.57	April	2014	Mi10	Reduced	Sub-Terminal	forked	6.75	1.37	10.12	7.38	5.66	23.54	5.97	9.19	17.18	36.34	29.05	4.96	30.49	23.81	17.77	33.36	21.75	5.19	24.66	8.95	17.16	18.89	14.3	28.96	13.65	28.88	115.79	129.44	96.53
200164	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi	Lingyun	24.35	106.57	April	2014	Mi10	Reduced	Sub-Terminal	forked	4.73	1.26	7.5	4.78	5.4	19.03	5.59	7.77	13.29	27.27	24.55	3.03	22.15	15.59	13.26	24.98	16.64	4.63	18.85	7.82	11.52	15.34	11.95	NA	11.28	NA	88.02	99.3	27.45
200166	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi	Lingyun	24.35	106.57	April	2014	Mi10	Reduced	Sub-Terminal	forked	4.66	1.07	8.09	5.87	5.06	20.74	6.58	7.93	14.05	30.95	26.2	4.39	11.27	NA	13.99	26.12	17.39	4.55	19.52	9.23	12.93	16.51	12.63	23.45	12.85	24.7	94.9	107.75	43.22
200167	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi	Lingyun	24.35	106.57	April	2014	Mi10	Reduced	Sub-Terminal	forked	5.97	1.21	7.5	5.75	4.03	19.77	6.31	8.1	14.13	28.6	24.59	3.28	19.54	18.38	13.58	25.85	16.19	4.76	19.37	8.35	12.38	15.02	11.96	NA	10.82	NA	94.01	104.83	25.7
200168	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi	Lingyun	24.35	106.57	April	2014	Mi10	Reduced	Sub-Terminal	forked	5.85	1.1	6.68	4.89	3.82	16.1	4.88	6.73	12.28	19.22	19.17	3.3	21.52	17.01	12.69	22.77	15.88	3.96	16.97	7.15	12.03	13.95	10.88	18.32	8.62	16.04	82.94	91.56	28.9
200331	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	25.06	107.96	April	2014	Hu1	Developed	Sub-Terminal	forked	NA	4.47	6.53	5.82	4.88	16.42	6.41	9.14	12.12	28.02	21.39	2.7	15.44	15.99	10.42	16.63	13.2	3.74	12.63	6.68	8.11	13.55	9.2	NA	10.74	19.9	77.59	88.33	41.27
200332	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	25.06	107.96	April	2014	Hu1	Developed	Sub-Terminal	forked	NA	3.74	6.57	4.89	4.4	15.04	6.45	9.41	12.57	24.87	18.98	2.56	12.09	NA	9.86	19.88	11.83	2.82	16.4	5.48	10.29	10.96	10.41	NA	9.99	17.7	70.76	80.75	29.09
200333	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	25.06	107.96	April	2014	Hu1	Developed	Sub-Terminal	forked	NA	4.8	7.5	6.49	4.84	16.62	6.67	9.66	14.13	29.98	22.07	2.88	16.24	16.22	10.05	22.72	13.48	3.55	18.1	6.66	12.19	13.77	11.59	20.97	12.07	21.64	82.87	94.94	47.23
200378	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	6.86	11.46	12.86	7.04	27.93	13.22	18.16	23.33	59.36	42.22	5.81	24.57	24.27	17.05	41.76	20.2	5.44	31.14	11.75	22.39	16.69	21.41	27.43	17.63	28.54	145.56	163.19	257.63
200379	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	6.46	11.38	13.37	8.21	28.96	11.9	17.27	25.56	61.71	41.23	5.87	32.4	26.6	19.09	45.79	24.19	5.8	37.54	11.62	24.69	24.13	20.45	39.03	23.5	40.7	157.31	180.81	273.46
200380	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	6.6	11.4	11.51	8.74	27.85	11.95	17.21	25.05	61.56	41.33	6.38	30.43	25.95	17.43	41.16	24.95	6.5	33.33	9.55	23.22	20.42	19.68	34.21	18.99	33.33	167.39	186.38	228.51
200381	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	5.8	12.02	11.02	6.73	25.61	11.68	14.58	21.31	53.8	34.69	5.02	26.07	23.17	15.78	40.9	22.25	5.77	31.15	9.63	21.28	20.72	18.57	29.59	17.18	31.01	149.19	166.37	171.5
200382	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	6.42	11.19	12.49	6.24	26.77	12.42	16.27	23.23	53.85	37.68	6.42	23.33	22.82	16.85	38.55	18.76	4.02	31.52	10.25	21.75	16.75	18.67	28.82	15.78	28.33	139.58	155.36	236.78
200383	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	6.56	10.45	10.49	7.05	23.55	9.35	15.03	21.2	50	33.44	5.29	24.88	23.65	13.17	31.81	20.07	4.67	27	9.73	18.82	18.78	16.43	28.16	14.8	29.3	128.54	143.34	182.71
200384	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	5.7	9.85	9.58	5.02	22.2	10.29	14.25	20.11	45.75	29.68	4.18	19.41	21.68	14.71	34.49	18.24	3.71	28.33	8.06	19.59	18.38	17.26	25.77	14.2	27.47	121.62	135.82	151.5
200385	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.93	9.41	10.25	6.43	19.83	10.14	13.18	19.04	42.03	29.92	4.24	23.67	21.56	12.48	30.04	18.04	3.91	26.04	8.68	17.76	18.13	16.07	27.53	14.01	28.83	113.49	127.5	104.71
200386	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.67	10.29	9.11	5.43	20.93	10.19	14.02	18.43	42.44	28.56	3.13	21.49	18.46	12.1	30.96	18.84	4.83	24.34	9.3	17.35	16.86	16.2	27.04	11.46	25.53	110.46	121.92	122.2
200387	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	5.75	9.5	10.01	5.29	21.42	11.13	14.45	18.53	40.47	29.07	3.9	20.81	19.31	13.43	29.27	17.79	3.91	23.5	8.53	15.8	16.69	14.78	26.19	13.92	27.4	115.55	129.47	95.22
200388	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	5.06	9.26	8.73	5.39	20.92	9.81	12.71	17.67	43.33	26.39	3.56	21.84	16.94	11.06	28.97	15.74	4.03	23.41	8.26	23.45	14.47	15.17	24.87	13.52	24.01	106.87	120.39	117.95
200389	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.73	8.05	7.22	4.23	18.05	8.06	11.07	16.01	36.36	23.66	3.47	17.89	18.24	11.8	24.08	15.72	3.7	19.15	5.99	11.98	15.34	12.01	22.14	11.7	22.66	98.02	109.72	77.68
200390	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.66	8.58	9.1	4.69	19.67	10.29	13.22	17.22	39.85	25.1	3.59	20.12	15.78	11.04	29.94	15.74	4.05	24.3	7.04	16.2	14.13	13.88	25.36	12.7	24.59	103.35	116.05	110.04
200391	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.5	10.19	8.7	5.02	19.87	9.89	12.71	16.56	39.64	27.87	4.01	20.75	17.5	13.12	27.35	16.05	3.7	23.14	6.97	14.55	16.31	14.16	23.61	12.99	24.19	112.38	125.37	72.32
200392	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.26	8.94	7.65	4.74	19.05	8.55	11.24	16.15	36.77	26.29	3.24	18.62	18.62	12.15	28.16	16.18	3.7	21.91	6.67	13.18	15.1	13.26	23.97	13.6	NA	100.64	114.24	61.88
200393	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.72	8.62	7.64	4.4	19.17	8.74	11.72	16.72	38.3	26.05	3.67	19.17	16.55	11.57	27.28	14.03	3.27	21.69	7.59	15.11	14.69	13.84	20.81	11.66	22.9	101.78	113.44	70.42
200394	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.92	8.41	7.57	4.59	18.01	9.3	13.28	17.03	37.04	26.47	3.02	17.64	16.87	11.14	27.54	15.24	2.91	23.8	6.08	15.12	14.69	12.3	23.55	11.33	23.25	97.95	109.28	67.36
200396	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.66	8.51	8.63	4.56	19.84	8.01	11.51	16.1	35.84	26.19	3.54	19.48	18.5	11.17	24.3	14.24	2.85	19.86	7.46	13.84	16.18	12.69	22.39	10.27	23.51	98.83	109.1	65.1
200397	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.93	8.13	7.77	5.24	18.25	7.36	11.22	15.78	35.84	25.27	3.06	20.51	19.92	11.07	25.58	16.51	3.37	19.8	7.12	14.6	14.72	13.96	24.01	11.31	24.52	90.02	101.33	68.3
200398	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.76	8.04	6.4	5.46	17.05	7.38	10.7	15.44	30.01	23.71	3.17	17.39	17.92	11.55	22.53	15.2	4.12	17.68	5.57	12.86	13.12	12.29	23.82	11.93	24.68	89.58	101.51	37.22
200399	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.37	7.72	6.79	4.5	16.26	7.45	11.58	15.56	33.75	23.75	3.32	16.8	16.57	11.35	28.36	13.92	3.34	22.03	7.4	12.35	13.36	13.25	21.15	10.76	23.02	94.29	105.05	53.38
200400	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.34	7.89	6.47	4.18	24.31	8.37	11.89	15.05	35.67	24.45	2.97	17.17	16.85	11.81	25.35	13.99	3.13	19.9	7.95	13.79	14.18	13.27	23.88	12.32	23.17	92.86	105.18	85.57
200401	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.29	7.56	6.59	5.05	17.12	7.53	11	14.58	32.07	24.03	2.78	16.99	18.19	10.63	20.62	14.87	3.18	17.43	6.84	11.09	14.57	11.16	22.83	14.39	23.3	86.98	101.37	58.09
200402	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.75	8.09	6.71	5.47	17.03	6.88	9.72	14.5	33.7	21.04	3.1	16,21	18.58	11.2	21.1	14.89	3.31	15.54	8.09	12.04	14.06	12.02	19.14	9.34	22.23	91.6	100.94	62.41
200403	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.6	7.64	7.69	4.5	17.52	8.7	11.89	15.17	32.3	23.52	3.29	16.88	15.45	10.63	22.62	14.37	3.3	18.62	7.02	12.73	14.26	11.33	22.75	12.07	23.36	89.86	101.93	53.19
200404	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.5	7.84	7.59	5.62	18.53	7.65	11.35	15.97	34.03	24.71	3.73	18.93	15.28	11.07	23.07	14.24	3.44	19	7.06	13.3	13.83	13.77	20.96	12.01	22.67	93.31	105.32	68.99
200405	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.65	7.47	6.2	4.47	16.9	7.47	10.9	14.77	31.23	21.84	3.68	17.43	13.14	10.27	19.52	13.76	3.53	15.69	5.93	11.65	12.79	11.2	20.87	11.89	20.52	85.67	97.56	39.03
200406	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.61	6.04	6.53	4.29	16.19	7.14	10.61	14.53	32	20.53	2.63	16.54	15.72	9.21	20.82	13.34	3.01	18.02	5.29	12.13	13.24	10.91	20.3	11.63	NA	83.47	95.1	56.4
200407	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	5.21	8.48	7.31	5.21	19.49	8.73	12.25	16.55	13.85	25.52	2.85	18.75	13.75	11.49	13.6	14.92	3.51	11.76	6.52	12.65	12.96	12.45	20.95	11.08	21.92	91.8	102.88	99.73
200408	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.82	7.42	6.17	5.18	15.72	6.46	9.57	13.67	31.32	22.06	3.22	13.72	14.49	9.36	24.36	13.55	3.25	20.56	7.32	13.2	12.86	11.44	NA	9.44	NA	87.84	97.28	39.02
200409	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.92	10.62	8.65	6.84	19.57	8.62	11.63	18.09	44.42	23.69	4.07	22.57	19.12	13.23	31.97	17.42	4.12	25.97	8.24	17.13	16.59	15.52	24.27	11.86	25.8	110.23	122.09	135.63
200410	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	5.36	8.34	8.77	5.86	18.71	7.73	11.66	16.32	34.93	25.67	2.87	18.85	20.4	13.85	23.59	14.85	3.24	18.35	5.17	14.05	11.92	12.37	24.64	11.81	24.3	98.83	110.64	52.78
200411	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	3.94	7.9	8.06	4.62	18.94	8.1	11.59	15.46	32.99	25.75	2.64	16.65	16.03	10.33	20.7	13.22	3.31	15.95	6.55	10.85	13.25	11.43	21.66	12.24	22.11	87.67	99.91	63.82
200412	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.02	8.29	6.64	4.5	18.68	7.46	11.02	15.28	33.84	24.34	3.42	18.77	17.49	11.2	22.77	14.71	3.21	18.48	7.9	12.87	14.3	12.58	22.52	12.46	23	91.21	103.67	72.64
200413	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.8	6.31	5.42	4.35	15.2	6.09	9.72	13.29	30.83	19.96	2.47	16.13	14.1	7.34	18.97	11.8	2.81	16.02	5.44	11.69	13.4	10.5	NA	11.24	22.07	75.91	87.15	63.39
200414	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.1	6.85	6.14	4.73	15.63	6.74	9.57	13.04	29	20.62	2.66	15.91	16.01	8.5	19.91	13.53	2.79	16.74	6.23	11.19	14.03	9.73	22.75	11.83	21.68	77.6	89.43	36.45
200415	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.57	7.69	6.83	5.39	16.22	7.71	10.5	14.32	31.59	23.52	2.8	17.59	16.48	8.5	20.9	14.87	3.51	16.96	6.58	11.82	14.24	10.84	21.57	12.8	23.34	86.96	99.76	44.85
200416	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.96	6.62	5.21	4.71	15.29	7.12	10.08	13.34	25.99	21.61	2.45	13.11	14.35	8.98	20.02	10.88	2.55	16.54	5.94	11.79	12.3	9.51	19.23	10.56	20.13	72.98	83.54	40.17
200417	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.15	6.65	5.59	4.63	15.12	6.4	9.52	12.65	28.09	20.74	2.24	14.54	15.16	8.87	20.36	12.38	2.53	16.41	5.39	11.59	12.42	9.79	17.82	9.47	21.24	76.25	85.72	35.44
200418	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.22	6.92	7.15	3.33	14.52	6.9	10.69	12.66	25.51	21.56	2.44	10.51	13.38	6.8	18.37	10.89	2.48	15.71	6.62	10.55	10.85	8.64	NA	9.82	NA	73.46	83.28	21
200419	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.25	5.88	5.67	4.22	15.5	6.92	10.35	12.57	26.92	20.22	2.48	12.88	14.5	8.86	18.84	12.01	3.06	15.69	5.2	10.05	11.06	9.79	20.53	10.28	18.88	70.68	80.96	42.8
200420	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	3.62	5.78	5.69	4.83	13.15	4.15	8.41	11.88	23.14	19.55	3.71	13.8	14.03	7.92	18.17	11.33	2.77	13.4	5.07	9.84	10.95	8.89	18.52	10.19	18.82	59.51	69.7	16.9
200421	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	4.7	6.86	5.94	4.71	14.37	7.27	9.92	12.2	25.7	19.09	2.74	9.75	14.49	12.9	18.24	10.65	2.62	15.62	5.26	10.93	10.79	9.51	16.53	9.41	NA	75.02	84.43	25.11
200422	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	3.47	5.81	4.47	3.82	12.84	5.26	7.98	10.61	23.62	17.18	2.15	12.24	12.92	7.26	15.22	10.45	2.35	12.27	5.35	8.72	9.81	8.01	17.65	7.79	20.2	61.75	69.54	30.8
200423	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	3.73	5.77	4.57	3.55	12.35	5.73	9.97	10.33	21.13	16.4	2.13	12.06	12.67	7.03	15.16	9.77	2.57	12.22	5.33	8.24	10.24	8.48	16.78	7.96	16.67	62.64	70.6	15.19
200424	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	3.88	5.56	4.48	3.3	12.97	5.67	8.35	10.95	22.07	17.1	2.06	11.78	12.13	6.53	14.96	9.86	1.93	12.55	5.41	8.07	10.7	8.03	15.75	7.34	16.61	63.33	70.67	16.92
200425	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	3.87	6.25	6.74	4.06	13.42	4.88	7.98	9.61	26.66	17.17	2.95	12.11	11.27	7.14	17.84	11.02	2.86	15.25	5.69	9.68	9.62	8.37	18.84	9.72	19.8	69.66	79.38	31.41
200426	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	3.98	5.83	5.15	3.32	13.9	5.97	9.19	11.06	19.21	18.72	2.65	12.6	13.11	6.76	15.24	9.38	2.62	12.04	4.04	9.02	9.71	7.95	16.42	8.1	16.4	64.32	72.42	4.65
200427	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Fuchuan	24.82	111.28	April	2014	Ji2	Developed	Terminal	forked	NA	3.89	5.07	3.54	4.29	15.6	7.21	10.1	13.03	24.79	20.44	2.25	9.45	10.46	7.56	14.1	9.18	2.07	11.19	4.87	7.83	10.57	8.72	NA	10.18	NA	70.21	80.39	18.1
204037	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	2.96	2.66	2.19	2.29	7.71	2.53	4.59	6.17	11.64	10.08	1.09	3.97	7.45	4.37	8.42	5.53	1.56	6.25	2.82	4.53	4.69	3.72	NA	4.45	NA	33.91	38.36	3.82
204038	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	2.96	3.04	2.58	2.39	8.83	3.39	5.47	7.36	13.72	11.1	1.36	8.15	NA	5.07	10.59	6.51	1.87	7.94	3.08	5.56	5.64	4.72	NA	5.79	NA	39.73	45.52	6.92
204039	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	2.67	3.22	2.85	2.52	8.85	2.99	5.24	7.49	14.59	11.11	1.52	5.69	NA	4.72	11.27	7.58	1.7	8.35	3.46	5.23	5.42	5	NA	4.55	NA	41.04	45.59	7.84
204040	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	2.61	2.87	2.07	2.32	7.68	2.78	4.72	6.27	10.99	9.96	1.43	6.65	NA	4.57	8.46	5.48	1.04	6.24	2.72	4.34	3.75	4.15	NA	5.34	NA	34.09	39.43	2.75
204041	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	5.43	11.47	8.59	6.55	24.5	9.47	15.12	20.81	39.02	31.95	4.35	24.33	NA	13.58	29.68	17.85	4.25	22.73	9.41	14.89	19.12	13.98	30.73	13.31	32.32	114.81	128.12	68.45
204042	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	5.71	9.62	7.04	4.86	21.62	9.27	12.81	17.4	34.2	27.34	3.85	22.95	15.14	12.31	28.42	16.56	4.31	20.53	8.7	13.56	15.93	12.1	28.81	13.51	23.5	99.93	113.44	54.36
204043	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	4.45	7.31	6.29	5.58	16.72	7.01	9.8	14.11	30.59	22.11	2.97	17.27	17.34	10.29	23.67	14.31	2.67	18.73	6.47	13.12	15.06	12.05	22.7	12.72	22.31	83.82	96.54	57.15
204044	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	4.31	6.9	6.44	4.56	16.61	6.56	9.34	14.09	28.18	20.63	3.18	15.08	15.11	9.44	21.91	12.37	3.33	17.29	6.22	11.31	12.57	10.85	19	11.03	19.94	80.69	91.72	39.83
